file_basename,cell_index,frame,condition,genotype,golgi_70pct_quantile,golgi_std_deviation,centrosome_70pct_quantile,centrosome_std_deviation,filename
F10_NODRUG_CEP250KO,1,F10,NODRUG,CEP250KO,38,35.781694057406035,39,37.686902017076555,Segmented images_CEP250KO/250KO_nodrug/F10_NODRUG_CEP250KO.tif
F10_NODRUG_CEP250KO,2,F10,NODRUG,CEP250KO,63,55.476353817814775,63,56.85374551805851,Segmented images_CEP250KO/250KO_nodrug/F10_NODRUG_CEP250KO.tif
F10_NODRUG_CEP250KO,3,F10,NODRUG,CEP250KO,45,40.185963542502876,45,40.25531680052404,Segmented images_CEP250KO/250KO_nodrug/F10_NODRUG_CEP250KO.tif
F11_NODRUG_CEP250KO,1,F11,NODRUG,CEP250KO,42,39.01824290320118,45,40.90061584591299,Segmented images_CEP250KO/250KO_nodrug/F11_NODRUG_CEP250KO.tif
F11_NODRUG_CEP250KO,2,F11,NODRUG,CEP250KO,34,30.04510940811743,38,33.76297299921459,Segmented images_CEP250KO/250KO_nodrug/F11_NODRUG_CEP250KO.tif
F11_NODRUG_CEP250KO,3,F11,NODRUG,CEP250KO,39,36.173567809470406,45,40.592159295317586,Segmented images_CEP250KO/250KO_nodrug/F11_NODRUG_CEP250KO.tif
F11_NODRUG_CEP250KO,4,F11,NODRUG,CEP250KO,27,28.481294039614482,40,36.29707940788975,Segmented images_CEP250KO/250KO_nodrug/F11_NODRUG_CEP250KO.tif
F11_NODRUG_CEP250KO,5,F11,NODRUG,CEP250KO,37,33.012410199518804,39,33.74707684888601,Segmented images_CEP250KO/250KO_nodrug/F11_NODRUG_CEP250KO.tif
F11_NODRUG_CEP250KO,6,F11,NODRUG,CEP250KO,34,29.515690828611874,36,30.75898305064012,Segmented images_CEP250KO/250KO_nodrug/F11_NODRUG_CEP250KO.tif
F11_NODRUG_CEP250KO,7,F11,NODRUG,CEP250KO,24,23.89321743333247,31,28.57208025696589,Segmented images_CEP250KO/250KO_nodrug/F11_NODRUG_CEP250KO.tif
F12_NODRUG_CEP250KO,1,F12,NODRUG,CEP250KO,35,32.4660980956287,39,35.5711290236941,Segmented images_CEP250KO/250KO_nodrug/F12_NODRUG_CEP250KO.tif
F12_NODRUG_CEP250KO,2,F12,NODRUG,CEP250KO,39,33.925369331055606,40,36.07039958100769,Segmented images_CEP250KO/250KO_nodrug/F12_NODRUG_CEP250KO.tif
F12_NODRUG_CEP250KO,3,F12,NODRUG,CEP250KO,78,67.93478784333988,80,68.6887838700607,Segmented images_CEP250KO/250KO_nodrug/F12_NODRUG_CEP250KO.tif
F12_NODRUG_CEP250KO,4,F12,NODRUG,CEP250KO,34,31.235463704819768,38,34.84262014845214,Segmented images_CEP250KO/250KO_nodrug/F12_NODRUG_CEP250KO.tif
F14_NODRUG_CEP250KO,1,F14,NODRUG,CEP250KO,29,29.678159008549144,42,37.45335400075552,Segmented images_CEP250KO/250KO_nodrug/F14_NODRUG_CEP250KO.tif
F14_NODRUG_CEP250KO,2,F14,NODRUG,CEP250KO,32,35.75059334469803,52,45.98795951234701,Segmented images_CEP250KO/250KO_nodrug/F14_NODRUG_CEP250KO.tif
F14_NODRUG_CEP250KO,3,F14,NODRUG,CEP250KO,36,33.81533648063384,43,38.68387935037103,Segmented images_CEP250KO/250KO_nodrug/F14_NODRUG_CEP250KO.tif
F14_NODRUG_CEP250KO,4,F14,NODRUG,CEP250KO,26,25.55420767203741,33,29.257259018752713,Segmented images_CEP250KO/250KO_nodrug/F14_NODRUG_CEP250KO.tif
F15_NODRUG_CEP250KO,1,F15,NODRUG,CEP250KO,28,27.351727031713576,40,35.02164158330502,Segmented images_CEP250KO/250KO_nodrug/F15_NODRUG_CEP250KO.tif
F15_NODRUG_CEP250KO,2,F15,NODRUG,CEP250KO,32,30.86989670754993,42,37.072057132272214,Segmented images_CEP250KO/250KO_nodrug/F15_NODRUG_CEP250KO.tif
F15_NODRUG_CEP250KO,3,F15,NODRUG,CEP250KO,32,32.22491661299014,46,41.78507036742825,Segmented images_CEP250KO/250KO_nodrug/F15_NODRUG_CEP250KO.tif
F15_NODRUG_CEP250KO,4,F15,NODRUG,CEP250KO,40,37.00932441883607,46,40.757142299378316,Segmented images_CEP250KO/250KO_nodrug/F15_NODRUG_CEP250KO.tif
F15_NODRUG_CEP250KO,5,F15,NODRUG,CEP250KO,26,28.03190171700674,41,36.9885581782385,Segmented images_CEP250KO/250KO_nodrug/F15_NODRUG_CEP250KO.tif
F16_NODRUG_CEP250KO,1,F16,NODRUG,CEP250KO,50,43.550569436307455,53,45.09930859900573,Segmented images_CEP250KO/250KO_nodrug/F16_NODRUG_CEP250KO.tif
F16_NODRUG_CEP250KO,2,F16,NODRUG,CEP250KO,27,30.08673800374589,41,37.718728405086935,Segmented images_CEP250KO/250KO_nodrug/F16_NODRUG_CEP250KO.tif
F16_NODRUG_CEP250KO,3,F16,NODRUG,CEP250KO,33,32.66399981419,41,37.31696382091773,Segmented images_CEP250KO/250KO_nodrug/F16_NODRUG_CEP250KO.tif
F16_NODRUG_CEP250KO,4,F16,NODRUG,CEP250KO,34,31.056046272566284,39,33.90338440889323,Segmented images_CEP250KO/250KO_nodrug/F16_NODRUG_CEP250KO.tif
F17_NODRUG_CEP250KO,1,F17,NODRUG,CEP250KO,40,36.10731500582661,45,39.99968869652233,Segmented images_CEP250KO/250KO_nodrug/F17_NODRUG_CEP250KO.tif
F17_NODRUG_CEP250KO,2,F17,NODRUG,CEP250KO,30,28.410684668649772,32,30.292204343343283,Segmented images_CEP250KO/250KO_nodrug/F17_NODRUG_CEP250KO.tif
F17_NODRUG_CEP250KO,3,F17,NODRUG,CEP250KO,26,27.675428051584717,37,33.977503188879815,Segmented images_CEP250KO/250KO_nodrug/F17_NODRUG_CEP250KO.tif
F17_NODRUG_CEP250KO,4,F17,NODRUG,CEP250KO,34,34.57352068833568,55,48.72023612017527,Segmented images_CEP250KO/250KO_nodrug/F17_NODRUG_CEP250KO.tif
F17_NODRUG_CEP250KO,5,F17,NODRUG,CEP250KO,40,35.609354232364836,44,39.50276359047176,Segmented images_CEP250KO/250KO_nodrug/F17_NODRUG_CEP250KO.tif
F2_NODRUG_CEP250KO,1,F2,NODRUG,CEP250KO,37,35.00157071933183,44,38.93319628487233,Segmented images_CEP250KO/250KO_nodrug/F2_NODRUG_CEP250KO.tif
F2_NODRUG_CEP250KO,2,F2,NODRUG,CEP250KO,35,30.298649353138256,35,31.403230746648852,Segmented images_CEP250KO/250KO_nodrug/F2_NODRUG_CEP250KO.tif
F2_NODRUG_CEP250KO,3,F2,NODRUG,CEP250KO,35,33.66668830373929,40,38.9291192067199,Segmented images_CEP250KO/250KO_nodrug/F2_NODRUG_CEP250KO.tif
F3_NODRUG_CEP250KO,1,F3,NODRUG,CEP250KO,32,33.36342499225314,46,41.44508909235048,Segmented images_CEP250KO/250KO_nodrug/F3_NODRUG_CEP250KO.tif
F3_NODRUG_CEP250KO,2,F3,NODRUG,CEP250KO,30,29.017489632340883,34,30.558493467875955,Segmented images_CEP250KO/250KO_nodrug/F3_NODRUG_CEP250KO.tif
F3_NODRUG_CEP250KO,3,F3,NODRUG,CEP250KO,49,44.41804993321495,52,46.98309225615369,Segmented images_CEP250KO/250KO_nodrug/F3_NODRUG_CEP250KO.tif
F4_NODRUG_CEP250KO,1,F4,NODRUG,CEP250KO,32,34.96831471916974,50,45.495637731989994,Segmented images_CEP250KO/250KO_nodrug/F4_NODRUG_CEP250KO.tif
F4_NODRUG_CEP250KO,2,F4,NODRUG,CEP250KO,35,33.39976945324301,54,46.583782996977384,Segmented images_CEP250KO/250KO_nodrug/F4_NODRUG_CEP250KO.tif
F4_NODRUG_CEP250KO,3,F4,NODRUG,CEP250KO,30,31.05772923755695,46,41.59075314491294,Segmented images_CEP250KO/250KO_nodrug/F4_NODRUG_CEP250KO.tif
F4_NODRUG_CEP250KO,4,F4,NODRUG,CEP250KO,28,27.8750531456569,45,39.78077870068554,Segmented images_CEP250KO/250KO_nodrug/F4_NODRUG_CEP250KO.tif
F4_NODRUG_CEP250KO,5,F4,NODRUG,CEP250KO,35,31.695730517265673,38,33.901725186812655,Segmented images_CEP250KO/250KO_nodrug/F4_NODRUG_CEP250KO.tif
F5_NODRUG_CEP250KO,1,F5,NODRUG,CEP250KO,65,56.32534712536418,66,57.1243988818545,Segmented images_CEP250KO/250KO_nodrug/F5_NODRUG_CEP250KO.tif
F5_NODRUG_CEP250KO,2,F5,NODRUG,CEP250KO,31,31.274990608027,38,35.482361213309744,Segmented images_CEP250KO/250KO_nodrug/F5_NODRUG_CEP250KO.tif
F5_NODRUG_CEP250KO,3,F5,NODRUG,CEP250KO,37,33.70543788601386,37,33.89867908310195,Segmented images_CEP250KO/250KO_nodrug/F5_NODRUG_CEP250KO.tif
F5_NODRUG_CEP250KO,4,F5,NODRUG,CEP250KO,44,39.109162995377986,47,41.45689429021706,Segmented images_CEP250KO/250KO_nodrug/F5_NODRUG_CEP250KO.tif
F5_NODRUG_CEP250KO,5,F5,NODRUG,CEP250KO,49,43.67978114136696,50,43.92157251655164,Segmented images_CEP250KO/250KO_nodrug/F5_NODRUG_CEP250KO.tif
F6__NODRUG_CEP250KO,1,F6,NODRUG,CEP250KO,40,37.47166347398829,46,40.11087692005768,Segmented images_CEP250KO/250KO_nodrug/F6__NODRUG_CEP250KO.tif
F6__NODRUG_CEP250KO,2,F6,NODRUG,CEP250KO,21,23.66010666077884,28,26.508231499066092,Segmented images_CEP250KO/250KO_nodrug/F6__NODRUG_CEP250KO.tif
F6__NODRUG_CEP250KO,3,F6,NODRUG,CEP250KO,28,25.11552479245567,30,26.718110328792758,Segmented images_CEP250KO/250KO_nodrug/F6__NODRUG_CEP250KO.tif
F6__NODRUG_CEP250KO,4,F6,NODRUG,CEP250KO,30,29.296653988290217,36,33.38289105657209,Segmented images_CEP250KO/250KO_nodrug/F6__NODRUG_CEP250KO.tif
F6__NODRUG_CEP250KO,5,F6,NODRUG,CEP250KO,36,32.749642570700004,44,36.637274835062314,Segmented images_CEP250KO/250KO_nodrug/F6__NODRUG_CEP250KO.tif
F6__NODRUG_CEP250KO,6,F6,NODRUG,CEP250KO,28,27.964181664491722,40,35.53806416559371,Segmented images_CEP250KO/250KO_nodrug/F6__NODRUG_CEP250KO.tif
F7_NODRUG_CEP250KO,1,F7,NODRUG,CEP250KO,27,28.1743531081239,42,37.69715441073644,Segmented images_CEP250KO/250KO_nodrug/F7_NODRUG_CEP250KO.tif
F7_NODRUG_CEP250KO,2,F7,NODRUG,CEP250KO,30,29.923107050761836,45,40.17936910417435,Segmented images_CEP250KO/250KO_nodrug/F7_NODRUG_CEP250KO.tif
F8_NODRUG_CEP250KO,1,F8,NODRUG,CEP250KO,40,36.780750570961544,41,37.199630063444275,Segmented images_CEP250KO/250KO_nodrug/F8_NODRUG_CEP250KO.tif
F8_NODRUG_CEP250KO,2,F8,NODRUG,CEP250KO,44,39.874484672385336,47,41.86045301004344,Segmented images_CEP250KO/250KO_nodrug/F8_NODRUG_CEP250KO.tif
F8_NODRUG_CEP250KO,3,F8,NODRUG,CEP250KO,26,28.72953694436651,41,37.37400369152243,Segmented images_CEP250KO/250KO_nodrug/F8_NODRUG_CEP250KO.tif
F8_NODRUG_CEP250KO,4,F8,NODRUG,CEP250KO,44,40.54966517685766,54,47.829622735225,Segmented images_CEP250KO/250KO_nodrug/F8_NODRUG_CEP250KO.tif
F8_NODRUG_CEP250KO,5,F8,NODRUG,CEP250KO,38,34.134921556268324,47,40.837115332915154,Segmented images_CEP250KO/250KO_nodrug/F8_NODRUG_CEP250KO.tif
F9_NODRUG_CEP250KO,1,F9,NODRUG,CEP250KO,30,31.975546857613203,48,42.85502684092228,Segmented images_CEP250KO/250KO_nodrug/F9_NODRUG_CEP250KO.tif
F9_NODRUG_CEP250KO,2,F9,NODRUG,CEP250KO,25,29.03805172460051,47,42.77946839623103,Segmented images_CEP250KO/250KO_nodrug/F9_NODRUG_CEP250KO.tif
F9_NODRUG_CEP250KO,3,F9,NODRUG,CEP250KO,50,43.63674067444445,50,43.70068559072727,Segmented images_CEP250KO/250KO_nodrug/F9_NODRUG_CEP250KO.tif
F9_NODRUG_CEP250KO,4,F9,NODRUG,CEP250KO,25,26.014159650343498,38,33.67419674765122,Segmented images_CEP250KO/250KO_nodrug/F9_NODRUG_CEP250KO.tif
F11_2HWO_CEP250KO,1,F11,2HWO,CEP250KO,28,25.64888873681136,30,26.848385859583313,Segmented images_CEP250KO/CEP250_2hWO/F11_2HWO_CEP250KO.tif
F11_2HWO_CEP250KO,2,F11,2HWO,CEP250KO,36,33.14677908405008,42,36.16500770424329,Segmented images_CEP250KO/CEP250_2hWO/F11_2HWO_CEP250KO.tif
F11_2HWO_CEP250KO,3,F11,2HWO,CEP250KO,34,31.250504242937666,40,35.30023103804985,Segmented images_CEP250KO/CEP250_2hWO/F11_2HWO_CEP250KO.tif
F12_2HWO_CEP250KO,1,F12,2HWO,CEP250KO,27,25.72216514267241,31,28.70439517035391,Segmented images_CEP250KO/CEP250_2hWO/F12_2HWO_CEP250KO.tif
F12_2HWO_CEP250KO,2,F12,2HWO,CEP250KO,31,29.524515999733868,38,33.22769332443675,Segmented images_CEP250KO/CEP250_2hWO/F12_2HWO_CEP250KO.tif
F12_2HWO_CEP250KO,3,F12,2HWO,CEP250KO,34,32.1224664041963,42,37.34446907955604,Segmented images_CEP250KO/CEP250_2hWO/F12_2HWO_CEP250KO.tif
F12_2HWO_CEP250KO,4,F12,2HWO,CEP250KO,27,25.96286124576227,33,30.04597363672734,Segmented images_CEP250KO/CEP250_2hWO/F12_2HWO_CEP250KO.tif
F1_2HWO_CEP250KO,1,F1,2HWO,CEP250KO,29,29.32018982354888,38,33.97982263820903,Segmented images_CEP250KO/CEP250_2hWO/F1_2HWO_CEP250KO.tif
F1_2HWO_CEP250KO,2,F1,2HWO,CEP250KO,28,26.232167845575017,35,30.51412229957721,Segmented images_CEP250KO/CEP250_2hWO/F1_2HWO_CEP250KO.tif
F1_2HWO_CEP250KO,3,F1,2HWO,CEP250KO,30,27.054924350676316,38,32.226022936558294,Segmented images_CEP250KO/CEP250_2hWO/F1_2HWO_CEP250KO.tif
F2_2HWO_CEP250KO,1,F2,2HWO,CEP250KO,26,25.375957226298226,34,29.589678361306525,Segmented images_CEP250KO/CEP250_2hWO/F2_2HWO_CEP250KO.tif
F2_2HWO_CEP250KO,2,F2,2HWO,CEP250KO,31,29.30021026012014,44,39.35444903539195,Segmented images_CEP250KO/CEP250_2hWO/F2_2HWO_CEP250KO.tif
F2_2HWO_CEP250KO,3,F2,2HWO,CEP250KO,34,30.646106619236008,35,31.142225709581133,Segmented images_CEP250KO/CEP250_2hWO/F2_2HWO_CEP250KO.tif
F4_2HWO_CEP250KO,1,F4,2HWO,CEP250KO,37,35.41578632134122,41,37.28523641538054,Segmented images_CEP250KO/CEP250_2hWO/F4_2HWO_CEP250KO.tif
F6_2HWO_CEP250KO,1,F6,2HWO,CEP250KO,29,28.13289804056752,40,35.61656458514361,Segmented images_CEP250KO/CEP250_2hWO/F6_2HWO_CEP250KO.tif
F6_2HWO_CEP250KO,2,F6,2HWO,CEP250KO,33,30.543673260052678,33,31.040110729624825,Segmented images_CEP250KO/CEP250_2hWO/F6_2HWO_CEP250KO.tif
F6_2HWO_CEP250KO,3,F6,2HWO,CEP250KO,31,28.679726136090714,37,32.26364800144805,Segmented images_CEP250KO/CEP250_2hWO/F6_2HWO_CEP250KO.tif
F7_2HWO_CEP250KO,1,F7,2HWO,CEP250KO,31,28.148901158311293,37,31.352263459611102,Segmented images_CEP250KO/CEP250_2hWO/F7_2HWO_CEP250KO.tif
F7_2HWO_CEP250KO,2,F7,2HWO,CEP250KO,29,28.537121726008987,37,33.28082101288593,Segmented images_CEP250KO/CEP250_2hWO/F7_2HWO_CEP250KO.tif
F7_2HWO_CEP250KO,3,F7,2HWO,CEP250KO,34,30.856494802334737,39,33.44610205590955,Segmented images_CEP250KO/CEP250_2hWO/F7_2HWO_CEP250KO.tif
F7_2HWO_CEP250KO,4,F7,2HWO,CEP250KO,23,23.247864031494778,35,30.88961065305519,Segmented images_CEP250KO/CEP250_2hWO/F7_2HWO_CEP250KO.tif
F7_2HWO_CEP250KO,5,F7,2HWO,CEP250KO,27,27.237950515798826,40,35.69290134880411,Segmented images_CEP250KO/CEP250_2hWO/F7_2HWO_CEP250KO.tif
F7_2HWO_CEP250KO,6,F7,2HWO,CEP250KO,26,23.61928164200062,30,26.79451062389948,Segmented images_CEP250KO/CEP250_2hWO/F7_2HWO_CEP250KO.tif
F7_2HWO_CEP250KO,7,F7,2HWO,CEP250KO,35,32.647170037619546,48,41.55862305595189,Segmented images_CEP250KO/CEP250_2hWO/F7_2HWO_CEP250KO.tif
F8_2HWO_CEP250KO,1,F8,2HWO,CEP250KO,35,33.29580367817564,41,36.99784910527733,Segmented images_CEP250KO/CEP250_2hWO/F8_2HWO_CEP250KO.tif
F8_2HWO_CEP250KO,2,F8,2HWO,CEP250KO,35,31.80874234926542,39,34.12008736401836,Segmented images_CEP250KO/CEP250_2hWO/F8_2HWO_CEP250KO.tif
